0,0.310799473,0.27885514,0.407746479,0.552698502,0.553013955,0.512003954,0.391228232,0.436697763,0.383928571,0.55199472,0.364916041,0.394282479,0.320419287,0.373740221,0.394592697,0.345925149,0.399177538,0.388179138,0.419299622,0.409773908,0.508550344,0.393599272,0.470496894,0.503064351,0.55220469,0.446130074,0.478533029
0.310799473,0,0.161577746,0.407581392,0.508859104,0.497116416,0.49421682,0.399528524,0.440662612,0.36454432,0.503793627,0.366759702,0.394975072,0.323578796,0.369511401,0.390818778,0.347763954,0.370877493,0.40311385,0.405367885,0.390421182,0.488125781,0.385834788,0.431356062,0.470604265,0.511226611,0.442266502,0.451197687
0.27885514,0.161577746,0,0.365743681,0.492773922,0.47896419,0.47419067,0.371992654,0.410086474,0.340932377,0.475468152,0.340590477,0.37110373,0.303051698,0.351980167,0.383564244,0.321202662,0.351963552,0.386711342,0.362421739,0.369149138,0.457554142,0.362076301,0.400298619,0.452162342,0.484769014,0.41403531,0.435776414
0.407746479,0.407581392,0.365743681,0,0.612254713,0.614508115,0.585972561,0.539208482,0.542234764,0.474034362,0.607578457,0.460350188,0.476872922,0.423207051,0.481270228,0.513075846,0.44199674,0.484135207,0.507807283,0.487308156,0.513133626,0.583724772,0.478526929,0.537599125,0.579822541,0.60529126,0.493496168,0.563294182
0.552698502,0.508859104,0.492773922,0.612254713,0,0.602666578,0.514069368,0.640624179,0.672752096,0.615337324,0.620721586,0.604202865,0.631478548,0.562146774,0.630384541,0.643241693,0.57975433,0.642271416,0.658451153,0.612839007,0.654524613,0.502495139,0.610257736,0.555090219,0.552219587,0.591028205,0.645533325,0.541967416
0.553013955,0.497116416,0.47896419,0.614508115,0.602666578,0,0.597746105,0.634611266,0.658140679,0.59924493,0.426098301,0.591367637,0.618317295,0.56417216,0.626583538,0.626620599,0.568125028,0.627432591,0.656478252,0.602135327,0.638978477,0.583880257,0.608629654,0.374829166,0.595482044,0.615668726,0.631660359,0.567505315
0.512003954,0.49421682,0.47419067,0.585972561,0.514069368,0.597746105,0,0.590956832,0.630423054,0.577174264,0.593590403,0.578419483,0.592769838,0.533860376,0.599403387,0.611261505,0.557033632,0.599053699,0.625815901,0.582922771,0.610492137,0.538788075,0.581322412,0.534031823,0.562690613,0.569187269,0.610865204,0.527721445
0.391228232,0.399528524,0.371992654,0.539208482,0.640624179,0.634611266,0.590956832,0,0.417127072,0.479024854,0.641022851,0.485648985,0.48905533,0.423840639,0.482664711,0.503138075,0.46422904,0.480839176,0.535382042,0.526954678,0.476076055,0.585206289,0.490944993,0.556176669,0.590485479,0.639234607,0.532215081,0.577431565
0.436697763,0.440662612,0.410086474,0.542234764,0.672752096,0.658140679,0.630423054,0.417127072,0,0.51629722,0.660139148,0.539254791,0.51838588,0.48411811,0.538520093,0.558809636,0.504568705,0.530775149,0.5703762,0.540271055,0.533526412,0.626968094,0.543387675,0.59252669,0.618621037,0.662594691,0.570137599,0.61138698
0.383928571,0.36454432,0.340932377,0.474034362,0.615337324,0.59924493,0.577174264,0.479024854,0.51629722,0,0.603497132,0.427486712,0.41892728,0.379042092,0.405359105,0.45036747,0.372468917,0.391389496,0.464376223,0.470503124,0.388664357,0.566032192,0.448318111,0.533031318,0.564378415,0.605688093,0.514456246,0.548116575
0.55199472,0.503793627,0.475468152,0.607578457,0.620721586,0.426098301,0.593590403,0.641022851,0.660139148,0.603497132,0,0.593752186,0.623363162,0.567697015,0.61876179,0.633127831,0.575879491,0.625952348,0.663433725,0.600390135,0.634981118,0.580340461,0.602629314,0.361947416,0.603414669,0.619126285,0.622557364,0.567501281
0.364916041,0.366759702,0.340590477,0.460350188,0.604202865,0.591367637,0.578419483,0.485648985,0.539254791,0.427486712,0.593752186,0,0.45205796,0.374010386,0.416855,0.40870951,0.37037037,0.374396614,0.458252048,0.470856648,0.419080124,0.567359915,0.445688942,0.522113659,0.569589591,0.598030942,0.510035458,0.553263882
